epoch,step,min,max,mean,std
1,10000,-0.14457358419895172,0.1931609958410263,-0.001364989671856165,0.03919517993927002
2,20000,-0.4586578607559204,0.1683071404695511,-0.008582178503274918,0.06896258145570755
3,30000,-0.22042109072208405,0.3326544463634491,0.009955242276191711,0.07621468603610992
4,40000,-0.12248966842889786,0.18562498688697815,0.001591639593243599,0.03860950842499733
5,50000,-0.2221655249595642,0.21530646085739136,0.008537315763533115,0.04837865009903908
6,60000,-0.2390872687101364,0.16717804968357086,-0.00385467940941453,0.054838452488183975
7,70000,-0.20458175241947174,0.17500151693820953,-0.0032858741469681263,0.05200329050421715
8,80000,-0.20244435966014862,0.3221580684185028,0.00022787833586335182,0.06292225420475006
9,90000,-0.22000735998153687,0.4188319444656372,0.004668980836868286,0.08649332821369171
10,100000,-0.18081869184970856,0.2655870020389557,0.0013841253239661455,0.0654224082827568
11,110000,-0.20706088840961456,0.29802680015563965,0.00515753123909235,0.08082884550094604
12,120000,-0.39934438467025757,0.4631311297416687,-0.007995456457138062,0.10884618759155273
13,130000,-0.35052207112312317,0.371027410030365,-0.005093101412057877,0.11806851625442505
14,140000,-0.5488828420639038,0.3641442656517029,-0.0031986129470169544,0.10459578037261963
15,150000,-0.2918182611465454,0.48239314556121826,0.0025315582752227783,0.09530284255743027
16,160000,-0.4013759195804596,0.5107533931732178,0.010526376776397228,0.11996696144342422
17,170000,-0.5181727409362793,0.7719462513923645,-0.011464130133390427,0.1342693418264389
18,180000,-0.5390615463256836,0.47797971963882446,-0.006563552189618349,0.14623504877090454
19,190000,-0.5937291383743286,0.5918911099433899,0.006490906234830618,0.15309758484363556
20,200000,-0.45207569003105164,0.7782982587814331,0.0018266486003994942,0.12262687087059021
21,210000,-0.6678372025489807,0.7561172246932983,-0.0038707717321813107,0.2097748965024948
22,220000,-0.5720952153205872,0.6593679189682007,0.007855051197111607,0.172931969165802
23,230000,-0.7314865589141846,0.7068860530853271,-0.01927521638572216,0.19160927832126617
24,240000,-0.6526464223861694,0.7712653875350952,-0.003865969367325306,0.16229161620140076
25,250000,-0.756681501865387,0.7108808159828186,-0.027380626648664474,0.17645230889320374
26,260000,-0.8792170882225037,0.8857780694961548,-0.01092296838760376,0.17678971588611603
27,270000,-0.8412197828292847,0.8889193534851074,0.007692408747971058,0.20167022943496704
28,280000,-0.9654030799865723,0.6247225403785706,-0.025472942739725113,0.1860710233449936
29,290000,-0.9719422459602356,0.6960775256156921,0.024733711034059525,0.22327983379364014
30,300000,-0.6099486947059631,0.5805269479751587,0.0028800219297409058,0.14566117525100708
31,310000,-0.5185546875,0.6485058665275574,0.008702430874109268,0.15092994272708893
32,320000,-0.5900516510009766,0.9818040728569031,0.030037879943847656,0.22397463023662567
33,330000,-0.46752220392227173,0.5755746364593506,0.0016750304494053125,0.15743187069892883
34,340000,-0.6252756714820862,0.5671831965446472,-0.010372086428105831,0.15744924545288086
35,350000,-0.7047560811042786,0.8673360347747803,0.02275634929537773,0.26579904556274414
36,360000,-0.9414279460906982,1.0402964353561401,-0.0015702571254223585,0.3002205491065979
37,370000,-0.8173789381980896,0.9403669238090515,-0.017482127994298935,0.1905965358018875
38,380000,-1.1257563829421997,0.9831452369689941,-0.00866176187992096,0.27177733182907104
39,390000,-1.1626756191253662,1.1349937915802002,0.041629914194345474,0.3392728567123413
40,400000,-0.8514540791511536,0.7080190181732178,-0.006445320323109627,0.21797630190849304
41,410000,-0.6920520663261414,0.6884533762931824,-0.02518342435359955,0.20145420730113983
42,420000,-0.7410954236984253,0.5768553614616394,0.00041185412555933,0.19391195476055145
43,430000,-1.7409886121749878,1.5382781028747559,0.04697547107934952,0.37246137857437134
44,440000,-0.8559026122093201,1.4181442260742188,0.004897288978099823,0.27438250184059143
45,450000,-2.5136845111846924,2.1304266452789307,0.03318019211292267,0.45780348777770996
46,460000,-1.3288683891296387,1.443344235420227,-0.017305560410022736,0.3116946220397949
47,470000,-0.8929179906845093,1.2161879539489746,0.005008510779589415,0.2813154458999634
48,480000,-1.9651578664779663,1.4574346542358398,0.007429151795804501,0.4915018081665039
49,490000,-0.8550588488578796,1.4265847206115723,-0.007683319505304098,0.278861939907074
50,500000,-0.7932047247886658,0.8718081116676331,0.00064137764275074,0.19646598398685455
51,510000,-1.1208009719848633,0.8179115056991577,0.007232119794934988,0.23595598340034485
52,520000,-1.150142788887024,1.2564220428466797,-0.00890826154500246,0.3260696828365326
53,530000,-1.2542568445205688,1.2156788110733032,-0.04551025480031967,0.34485337138175964
54,540000,-1.804726243019104,1.320554494857788,0.001557257492095232,0.2919851839542389
55,550000,-1.356978416442871,1.4157381057739258,0.012893887236714363,0.3095226287841797
56,560000,-1.8061469793319702,1.2093052864074707,0.017317239195108414,0.3879692256450653
57,570000,-1.1253877878189087,1.0912606716156006,0.017870675772428513,0.2777654528617859
58,580000,-1.3211750984191895,1.1102814674377441,0.038099028170108795,0.2817903757095337
59,590000,-1.0652720928192139,1.3105928897857666,0.0007703788578510284,0.3023380935192108
60,600000,-0.5804118514060974,0.9733806848526001,0.010743428952991962,0.21205604076385498
61,610000,-1.0481202602386475,1.6163960695266724,-0.019388407468795776,0.4192986488342285
62,620000,-2.2435708045959473,2.0120136737823486,0.023272983729839325,0.48011142015457153
63,630000,-0.8689621686935425,0.9251726269721985,0.004338790196925402,0.26191383600234985
64,640000,-0.9342839121818542,1.113363265991211,-0.013201909139752388,0.31342729926109314
65,650000,-1.9185740947723389,2.432284355163574,0.05023213475942612,0.5138662457466125
66,660000,-1.2653186321258545,1.626434326171875,-0.012615837156772614,0.34361347556114197
67,670000,-2.5528666973114014,1.9592132568359375,0.004453488625586033,0.4207976162433624
68,680000,-2.260111093521118,2.3896000385284424,0.07690894603729248,0.806912899017334
69,690000,-1.1791653633117676,1.7059657573699951,-0.0028708772733807564,0.31743180751800537
70,700000,-2.3180840015411377,2.703798294067383,-0.009494578465819359,0.495720237493515
71,710000,-0.9986231327056885,1.34420645236969,0.0025986158289015293,0.2808878421783447
72,720000,-1.39769446849823,1.2085448503494263,-0.016150154173374176,0.32395291328430176
73,730000,-1.9532712697982788,1.9045078754425049,-0.05167577415704727,0.6440395712852478
74,740000,-1.303614854812622,1.6045011281967163,-0.02875787392258644,0.31811779737472534
75,750000,-1.9288455247879028,2.375246524810791,0.05424347519874573,0.45893508195877075
76,760000,-1.2929819822311401,1.6217663288116455,-0.00449540838599205,0.36874938011169434
77,770000,-1.7815171480178833,1.314138412475586,-0.02056104876101017,0.4130551218986511
78,780000,-0.9758211970329285,1.3333494663238525,-0.0025294534862041473,0.40704748034477234
79,790000,-1.2901362180709839,1.6338894367218018,0.05022473260760307,0.37735721468925476
80,800000,-1.464477777481079,1.8082201480865479,0.047265805304050446,0.4918637275695801
81,810000,-1.2533650398254395,1.2993804216384888,-0.019566331058740616,0.4252040982246399
82,820000,-1.4005091190338135,1.9162054061889648,0.025211002677679062,0.42562544345855713
83,830000,-1.8465560674667358,1.1149239540100098,0.0050317212007939816,0.3731652498245239
84,840000,-2.5124428272247314,1.915043830871582,0.04291713982820511,0.5057020783424377
85,850000,-1.356130838394165,1.378580927848816,0.004331167787313461,0.4070894718170166
86,860000,-1.0986542701721191,1.2287249565124512,-0.0015475563704967499,0.303713858127594
87,870000,-1.72605562210083,1.4841324090957642,0.0016728630289435387,0.43347272276878357
88,880000,-2.1811373233795166,2.151503324508667,0.06428712606430054,0.6061073541641235
89,890000,-1.4803085327148438,1.84751558303833,0.019138801842927933,0.4955805838108063
90,900000,-1.8952795267105103,2.196577548980713,0.010675089433789253,0.5483247637748718
91,910000,-1.3762043714523315,2.342512845993042,-0.0010470128618180752,0.3738425672054291
92,920000,-2.079111099243164,2.336625576019287,-0.05013277381658554,0.630113959312439
